breed_id;country;weight;height;length;has_defects;is_multicolor;weight_delta_percent;height_delta_percent;length_delta_percent
388;Kyrgyzstan;40.011;64.728;76.852;False;False;18.12;89.91;45.27
389;Sudan;41.144;18.646;42.449;True;True;32.37;70.33;29.82
390;Ecuador;29.576;92.244;93.852;True;True;10.17;51.05;34.59
391;Myanmar;66.171;16.339;2.648;False;True;40.18;82.84;4.69
392;Germany;82.846;55.265;65.739;True;True;17.0;80.05;72.21
393;Serbia;32.777;36.752;74.947;False;True;26.19;38.44;63.11
394;Serbia;98.078;11.019;99.143;False;True;97.31;90.0;82.83
395;Togo;88.6;87.814;2.201;False;False;7.92;69.13;57.8
396;Philippines;8.419;17.24;94.179;False;True;75.96;23.11;77.04
397;Burkina;91.94;28.196;10.049;True;True;45.23;91.73;24.06
398;Cape Verde;87.766;38.791;42.304;True;False;88.97;1.95;95.52
399;Malta;78.44;95.04;40.131;False;False;99.68;42.73;40.9
400;Malta;30.359;41.733;71.818;True;True;29.09;10.01;80.92
401;Brazil;62.071;24.18;80.358;True;True;41.44;44.45;24.51
402;Sao Tome & Principe;70.361;5.797;86.587;True;False;55.64;64.85;28.89
403;Zambia;94.714;9.033;59.663;True;False;50.2;60.55;91.7
404;Cyprus;71.426;85.969;77.935;True;False;70.72;14.37;30.04
405;Congo;94.731;9.326;18.905;False;False;23.06;88.85;47.68
406;Equatorial Guinea;27.964;82.274;20.007;True;True;17.56;82.1;46.44
407;Germany;42.276;78.422;50.483;True;False;33.56;75.46;7.75
408;Micronesia;98.224;12.857;9.025;False;True;58.33;46.64;6.36
409;Burundi;26.544;10.231;11.503;False;False;35.16;29.74;12.0
410;Bulgaria;15.579;5.53;95.786;True;True;79.09;13.44;40.72
411;Argentina;72.628;29.77;29.513;False;False;11.1;58.9;95.48
412;Guinea;91.662;87.331;25.61;True;True;94.48;68.07;11.69
413;St Lucia;20.204;46.548;81.814;True;False;25.76;65.63;92.99
414;Saudi Arabia;31.308;90.441;28.525;False;True;79.85;63.75;9.7
415;Turkmenistan;21.546;8.604;99.046;False;True;82.95;71.8;91.22
416;Azerbaijan;62.959;50.871;46.974;True;True;83.28;82.78;95.84
417;Micronesia;52.522;25.574;38.188;True;True;58.03;38.62;24.26
418;Palau;62.739;81.399;50.521;False;True;11.87;33.05;45.69
419;Russian Federation;35.737;65.328;64.127;True;True;76.45;37.83;31.64
420;Liechtenstein;2.833;75.498;22.626;False;False;16.91;21.58;93.9
421;Austria;51.076;37.461;89.957;False;True;14.07;33.77;56.08
422;Australia;41.732;80.651;6.232;False;False;27.03;75.34;58.45
423;India;72.959;94.043;60.201;True;True;63.48;75.91;81.48
424;Bahrain;39.285;92.496;39.31;True;True;92.96;64.43;21.01
425;Syria;80.85;24.33;53.115;True;False;17.07;95.53;83.53
426;Zimbabwe;90.195;99.736;86.585;False;False;19.95;66.1;10.39
427;Dominica;69.16;11.013;94.238;True;False;39.36;25.11;84.4
428;El Salvador;64.898;13.207;60.266;False;False;90.19;5.88;27.7
429;Solomon Islands;11.797;53.299;25.879;True;True;31.67;8.24;23.9
430;Taiwan;99.129;69.616;64.29;True;False;62.5;54.81;90.63
431;Iran;99.057;96.336;62.014;True;False;75.7;52.2;33.03
432;Germany;15.892;96.313;93.572;True;True;75.84;17.7;47.64
433;Algeria;50.016;60.332;89.147;True;True;99.2;94.45;56.3
434;Italy;70.51;49.267;89.911;True;True;40.64;27.53;11.39
435;Denmark;99.332;50.898;56.727;True;False;67.15;74.26;12.37
436;Sweden;77.833;25.001;62.1;True;True;90.73;21.73;14.36
437;Sao Tome & Principe;64.779;93.458;78.817;False;True;71.0;22.11;32.59
438;Taiwan;40.304;32.234;42.914;False;True;75.88;20.23;41.75
439;Uzbekistan;78.907;2.023;74.075;True;True;66.46;96.29;8.38
440;Bahrain;25.416;80.937;51.899;False;True;41.77;79.99;25.81
441;Bulgaria;3.939;82.226;10.374;True;True;57.44;94.08;39.92
442;Sierra Leone;42.643;27.128;15.925;False;True;68.66;41.07;59.56
443;Djibouti;95.253;65.148;84.955;True;True;65.17;9.46;55.18
444;Palau;48.031;20.619;40.453;True;True;73.87;43.81;18.07
445;Uzbekistan;92.178;7.759;27.614;False;False;77.3;16.77;96.03
446;Chad;2.677;38.581;16.405;True;False;69.16;97.85;0.84
447;Afghanistan;25.302;80.921;70.996;False;False;96.69;1.11;75.71
448;El Salvador;60.245;34.293;68.315;True;True;55.11;41.43;80.35
449;Colombia;99.475;8.058;91.371;False;True;12.55;7.51;44.27
450;Jordan;33.048;74.544;46.614;False;True;31.67;56.47;1.36
451;Saint Vincent & the Grenadines;88.595;68.098;14.484;True;False;14.35;79.85;88.09
452;New Zealand;69.937;95.334;9.9;True;True;37.99;94.02;16.91
453;Kyrgyzstan;69.847;14.935;8.38;False;True;60.77;10.52;55.88
454;Niger;59.383;18.775;17.22;False;True;38.46;75.72;22.21
455;Singapore;25.769;67.74;57.12;False;False;22.52;57.92;53.34
456;France;89.288;14.984;23.828;True;True;22.85;60.45;22.39
457;Guinea;5.073;22.758;26.57;True;True;7.9;60.13;58.58
458;Palau;98.129;19.575;91.337;False;True;89.69;56.37;12.99
459;Thailand;43.935;32.82;34.599;False;False;69.73;79.99;54.91
460;Antigua & Deps;69.746;15.467;99.05;True;True;8.01;70.03;25.31
461;Benin;43.155;45.008;72.405;False;False;87.59;82.17;36.55
462;Zimbabwe;80.053;0.985;61.416;True;False;8.09;9.3;94.49
463;Malaysia;56.828;15.837;74.954;True;True;80.97;5.54;80.55
464;Libya;4.738;87.754;89.084;False;True;34.73;76.45;72.22
465;Gambia;93.639;99.969;82.437;False;False;85.82;31.04;26.5
466;Bahamas;62.279;81.196;46.869;True;True;71.81;71.81;66.7
467;Bahamas;69.643;83.159;74.085;False;False;64.34;29.28;85.59
468;Estonia;79.942;90.857;92.043;False;False;97.07;77.34;28.49
469;Libya;5.015;5.226;61.907;True;True;53.46;84.07;67.66
470;Iran;99.401;73.946;32.796;False;False;51.25;2.25;67.12
471;Portugal;79.623;1.06;70.405;False;False;13.73;26.38;12.78
472;Egypt;69.023;17.383;42.03;False;False;89.27;77.18;99.08
473;Central African Rep;54.952;26.247;92.312;True;False;24.68;33.92;96.19
474;Ireland (Republic);37.243;58.458;88.135;True;True;76.54;96.83;31.0
475;Jordan;29.837;46.534;79.664;True;False;77.29;70.62;49.11
476;Canada;14.258;98.44;3.635;False;False;9.1;93.02;86.65
477;Antigua & Deps;53.38;78.514;65.392;False;False;10.25;26.35;3.41
478;Azerbaijan;76.113;74.686;9.012;False;True;19.1;3.8;61.51
479;Lithuania;79.373;11.841;22.856;False;False;99.27;70.63;57.62
480;Mongolia;78.444;38.752;30.935;False;False;78.44;78.28;93.31
481;Nigeria;31.985;56.885;0.263;True;False;20.03;63.15;20.59
482;St Kitts & Nevis;57.051;81.277;44.194;False;False;0.79;53.27;19.24
483;Mauritius;7.768;6.763;30.284;False;True;98.73;21.47;52.77
484;Vietnam;68.292;93.203;0.58;False;False;55.04;73.84;48.84
485;India;42.564;26.53;55.805;True;False;92.39;91.09;83.68
486;Jamaica;86.709;23.231;70.788;True;False;57.54;88.14;82.08
487;Nicaragua;41.17;38.071;50.716;True;False;38.99;17.17;77.46
488;Niger;23.895;32.345;1.628;False;False;51.2;21.43;66.38
489;Sao Tome & Principe;81.836;10.106;12.034;False;True;24.66;25.61;50.51
490;Slovakia;56.493;92.742;92.751;False;False;81.57;45.97;36.29
491;Micronesia;66.85;17.92;88.904;True;False;16.93;94.79;50.62
492;Uzbekistan;54.148;68.242;12.18;True;False;71.68;19.42;8.71
493;Croatia;93.962;12.588;33.707;True;True;58.87;33.28;10.04
494;Montenegro;9.692;73.136;76.76;True;False;21.83;98.83;56.67
495;Nepal;51.579;11.266;9.947;False;True;5.92;81.85;92.01
496;Belgium;46.188;99.358;88.818;True;True;35.68;31.59;83.03
497;Malawi;93.372;50.205;4.86;False;True;66.31;93.32;92.81
498;Lithuania;33.434;80.596;22.232;False;False;3.52;12.12;9.88
499;Turkey;11.165;79.608;98.337;False;True;11.73;54.86;85.24
500;Nauru;38.991;97.665;73.791;False;False;45.57;40.12;82.85
501;United Kingdom;43.03;1.58;81.783;False;True;39.21;37.67;97.44
502;Vatican City;10.07;90.899;64.886;False;True;96.44;0.85;38.43
503;Nauru;66.228;3.419;69.543;True;False;72.07;81.59;58.08
504;Zambia;36.903;3.123;70.643;True;False;49.06;11.8;71.98
505;Samoa;27.471;72.146;51.01;False;False;82.5;46.74;94.91
506;Cambodia;10.962;80.679;44.585;False;False;88.52;13.63;44.06
507;Guinea-Bissau;71.55;96.963;77.967;False;True;34.37;97.48;63.77
508;Central African Rep;68.031;64.002;2.095;False;True;55.38;45.7;8.17
509;Poland;80.859;42.691;82.406;False;False;12.93;14.3;9.6
510;Nicaragua;73.496;61.391;82.377;False;False;34.43;90.44;25.98
511;Andorra;48.969;30.973;67.286;False;False;32.05;5.6;14.88
512;Guatemala;75.753;71.687;50.325;True;True;99.94;35.82;22.61
513;Belgium;73.039;21.759;6.746;True;False;80.46;89.55;24.52
514;Panama;5.654;51.487;50.048;False;True;36.69;85.59;98.13
515;Serbia;53.653;46.797;41.786;True;True;31.35;37.58;61.08
516;Togo;70.849;27.297;15.821;True;False;79.09;52.54;59.87
517;Panama;92.648;33.338;73.568;True;True;65.28;42.72;52.2
518;Oman;86.027;59.02;1.489;False;False;10.47;67.36;21.45
519;Morocco;34.536;28.378;27.231;True;True;46.85;30.67;22.0
520;Equatorial Guinea;4.006;85.844;4.551;True;True;69.85;34.75;67.58
521;Grenada;28.413;48.613;64.902;False;True;9.7;84.55;90.96
522;Nicaragua;61.583;55.093;35.545;True;True;68.0;20.64;81.29
523;Indonesia;16.323;45.986;50.322;False;False;87.68;96.01;82.95
524;Mali;5.059;10.471;68.821;False;False;11.21;18.05;26.41
525;Brunei;10.194;67.045;7.37;True;False;56.11;88.26;23.52
526;Sao Tome & Principe;79.191;39.903;13.044;False;False;73.44;10.85;20.54
527;Kuwait;40.132;32.42;4.253;False;True;64.67;74.51;79.77
528;Eswatini;14.922;62.512;15.849;False;False;70.33;27.96;21.33
529;Bahrain;18.799;52.683;45.347;True;True;42.01;60.16;16.81
530;Tanzania;22.375;10.036;16.512;False;False;79.25;26.3;5.0
531;Eswatini;22.027;57.882;10.566;False;False;67.45;99.06;66.65
532;Ukraine;80.692;20.321;91.865;False;False;23.52;72.02;9.79
533;Malaysia;29.622;59.311;85.934;True;False;77.59;37.2;89.18
534;Brunei;13.107;64.896;38.951;True;True;5.84;63.04;88.67
535;El Salvador;72.293;83.488;80.329;False;True;72.85;1.54;42.5
536;Nauru;68.065;92.718;71.173;True;True;35.88;97.88;50.3
537;Uruguay;46.138;68.555;17.788;False;True;78.51;6.67;99.4
538;Korea North;79.528;2.518;43.591;False;True;94.67;27.42;96.79
539;Portugal;37.74;47.198;43.756;False;False;7.8;73.84;11.1
540;Slovenia;93.835;58.633;4.605;True;False;16.4;36.71;46.42
541;Haiti;46.784;65.075;34.907;False;True;20.81;83.44;12.85
542;Dominican Republic;83.657;30.652;82.464;True;True;57.78;85.16;78.58
543;Jamaica;45.326;3.352;76.372;True;True;77.48;67.49;15.22
544;Cambodia;39.613;25.803;42.058;True;True;85.48;33.12;55.05
545;Grenada;9.436;83.484;80.658;True;True;90.05;47.98;73.68
546;Sao Tome & Principe;26.816;71.497;2.909;False;True;33.17;83.1;10.53
547;Angola;71.866;43.483;35.588;False;True;9.41;76.25;75.42
548;Zambia;19.171;64.058;71.605;False;True;75.75;8.39;58.1
549;Iraq;73.05;8.99;41.317;True;False;14.85;26.91;42.86
550;China;34.651;73.302;10.469;False;False;75.31;74.55;19.31
551;Burundi;0.472;38.32;28.343;False;False;28.72;32.35;65.45
552;St Kitts & Nevis;96.355;80.972;18.208;False;True;19.85;72.51;97.37
553;Mauritania;62.277;12.758;10.741;False;True;48.3;91.02;8.03
554;Georgia;23.399;29.144;49.526;False;False;72.72;18.41;0.14
555;Eswatini;56.686;71.165;88.641;True;False;90.95;12.29;9.91
556;Mongolia;99.296;80.837;42.722;True;False;55.58;32.3;1.18
557;Malta;71.609;73.766;35.867;True;False;8.73;67.98;85.16
558;Central African Rep;45.867;1.609;43.537;True;True;55.05;34.77;52.01
559;Vietnam;51.418;92.402;82.275;False;False;5.52;64.85;34.69
560;Tanzania;6.217;7.85;39.274;False;False;55.86;68.41;26.58
561;Mozambique;36.871;47.42;86.607;True;True;89.89;66.97;81.24
562;Mongolia;54.206;69.017;91.251;False;False;35.45;73.71;84.53
563;Equatorial Guinea;78.431;31.027;11.485;True;True;22.22;83.23;18.5
564;Andorra;91.961;51.02;83.578;True;True;46.57;82.91;45.85
565;Mexico;69.536;42.014;11.457;True;False;69.7;62.64;83.41
566;Belize;83.356;5.207;91.63;True;False;94.39;46.56;72.14
567;Russian Federation;1.043;73.149;3.662;True;True;75.87;33.01;48.89
568;Laos;55.641;79.241;14.436;True;True;63.98;54.24;46.08
569;Syria;46.043;76.892;98.294;True;True;7.92;67.82;10.65
570;Ethiopia;97.556;76.251;0.298;True;False;84.75;27.73;13.12
571;Rwanda;68.415;85.521;15.924;True;False;20.28;16.0;93.4
572;Finland;68.547;18.808;87.324;False;False;69.91;30.32;87.34
573;Belize;5.488;64.855;39.535;True;True;70.58;48.5;44.85
574;Vanuatu;27.681;19.05;65.842;False;True;91.7;5.4;89.77
575;Samoa;7.541;35.305;28.315;True;False;47.34;62.33;51.05
576;Belarus;70.003;42.706;3.417;True;False;79.9;8.7;77.37
577;Israel;18.846;49.527;27.603;False;True;42.58;99.73;21.83
578;Guatemala;47.102;77.703;38.063;True;True;2.87;50.46;53.19
579;Argentina;0.495;1.418;36.353;False;False;98.2;75.91;24.47
580;Ireland (Republic);27.779;51.039;33.867;True;True;60.36;26.04;17.34
581;Cape Verde;57.844;33.181;36.76;True;True;5.31;22.99;29.21
582;East Timor;60.669;23.744;77.579;True;True;10.31;81.53;33.23
583;Nigeria;91.819;22.316;14.743;False;False;60.11;34.46;85.76
584;Palau;22.517;9.299;78.074;True;True;76.85;39.41;83.14
585;Central African Rep;51.241;46.106;20.525;True;False;73.92;29.03;37.79
586;Haiti;42.582;24.314;42.876;False;True;68.92;71.56;86.19
587;Togo;33.926;70.649;47.447;False;True;66.15;81.53;79.51
588;Brunei;98.931;69.701;43.862;True;True;18.24;14.97;97.32
589;Equatorial Guinea;39.583;5.487;55.526;True;True;74.16;6.0;17.15
590;Dominican Republic;35.766;76.819;31.595;True;True;33.35;73.83;87.8
591;Fiji;79.83;49.899;32.567;True;False;31.77;40.54;28.75
592;Sierra Leone;30.323;0.439;83.45;True;False;52.65;30.24;69.77
593;Cape Verde;45.822;36.254;87.745;False;True;39.81;99.1;9.4
594;Madagascar;80.486;53.12;65.938;False;False;52.55;42.58;99.32
595;Malta;32.798;53.446;49.859;False;True;89.58;97.7;75.27
596;Uruguay;72.296;42.175;69.393;True;True;54.04;40.48;44.58
597;Slovakia;12.116;89.329;95.127;False;True;57.85;91.81;56.46
598;Myanmar;65.337;17.296;0.118;True;False;53.75;79.89;82.01
599;Greece;71.209;45.638;34.523;True;True;69.92;89.48;11.34
600;Rwanda;96.239;75.344;45.931;False;True;42.21;7.41;58.97
601;Sweden;87.225;44.517;92.156;True;False;18.38;31.34;21.8
602;Luxembourg;75.411;40.214;8.963;True;True;81.67;73.05;22.66
603;Switzerland;4.351;53.161;69.998;True;True;79.92;59.73;45.35
604;Bangladesh;34.126;17.245;37.541;False;False;41.41;31.63;32.3
605;Zimbabwe;0.992;52.249;3.327;False;True;54.38;98.32;40.16
606;Congo (Democratic Rep);4.963;37.623;83.393;False;False;88.3;58.51;5.47
607;Ghana;97.005;9.512;87.784;False;False;1.5;11.27;33.36
608;Barbados;86.731;19.512;64.929;True;False;15.81;42.4;25.86
609;Kiribati;23.257;67.026;89.768;True;True;70.21;16.74;9.49
610;Pakistan;40.247;30.348;42.578;True;False;96.48;78.22;22.24
611;Trinidad & Tobago;38.405;46.047;45.005;False;True;32.9;52.21;64.9
612;Uganda;73.851;46.036;76.842;False;True;72.16;68.69;43.55
613;Chad;62.137;26.031;68.249;True;False;39.13;96.39;78.7
614;Slovakia;46.539;55.389;41.98;False;False;72.56;69.75;21.7
615;Macedonia;55.243;98.226;30.825;True;False;21.52;20.24;65.93
616;Rwanda;73.98;84.332;16.764;True;False;87.15;10.38;11.42
617;Serbia;83.463;64.348;41.313;False;False;80.92;99.47;99.75
618;Nauru;3.814;18.43;33.205;False;True;1.04;90.63;36.82
619;Israel;37.827;15.513;49.164;False;False;96.53;56.91;37.33
620;Cyprus;53.001;81.777;93.873;False;True;44.16;44.11;4.27
621;Pakistan;12.574;71.27;16.71;False;True;69.61;34.43;44.07
622;Lithuania;31.831;34.386;28.461;True;False;29.92;4.48;47.66
623;Lithuania;91.439;4.021;71.635;False;False;8.46;8.01;41.62
624;Congo (Democratic Rep);74.614;63.659;63.137;True;True;79.14;63.43;31.78
625;Russian Federation;68.53;50.462;56.005;True;True;76.87;47.08;5.78
626;Somalia;59.903;25.548;29.033;True;True;32.99;54.2;12.12
627;Kuwait;54.801;25.967;79.534;False;True;34.03;24.58;51.55
628;Nigeria;57.451;10.028;12.911;True;True;63.58;36.27;88.07
629;Bosnia Herzegovina;7.448;68.207;52.341;True;True;60.01;67.5;43.38
630;Congo (Democratic Rep);89.531;11.402;10.332;True;True;72.6;35.51;26.8
631;Mauritius;35.641;95.543;98.005;True;True;41.71;27.33;15.37
632;Congo;74.935;79.745;92.33;True;True;23.98;94.44;97.15
633;Rwanda;12.302;44.16;90.908;True;True;3.69;57.52;22.5
634;Vatican City;92.494;94.092;30.071;True;False;91.8;2.47;85.42
635;Kazakhstan;19.061;36.949;86.717;True;True;61.78;16.85;89.95
636;Chile;90.612;60.962;6.984;True;True;5.21;82.2;42.86
637;Ethiopia;86.969;28.858;17.936;True;True;57.52;74.07;92.82
638;Italy;98.238;0.907;29.449;True;True;2.32;48.18;58.5
639;Peru;14.303;69.112;41.263;True;True;57.85;62.79;83.25
640;Spain;44.103;57.843;51.131;True;True;64.81;88.11;65.43
641;Central African Rep;52.795;22.995;80.832;True;False;28.9;5.93;24.54
642;Qatar;32.872;86.124;69.625;False;True;37.55;55.83;21.95
643;Portugal;66.642;64.405;62.631;True;False;22.02;11.12;68.51
644;Dominica;20.69;47.722;68.528;False;False;94.09;56.29;30.76
645;Namibia;51.055;10.452;4.839;False;False;52.09;90.32;68.39
646;Madagascar;69.676;21.057;24.952;True;True;96.66;94.02;79.41
647;Seychelles;69.393;21.368;58.76;True;False;33.46;68.18;53.62
648;Antigua & Deps;67.777;20.977;74.552;False;True;18.57;62.47;1.88
649;Ireland (Republic);69.509;12.607;40.113;False;False;98.6;28.12;9.98
650;Belgium;43.286;78.161;54.624;False;False;77.26;43.84;33.31
651;Gambia;18.647;71.02;71.176;False;False;15.55;66.22;15.87
652;Denmark;43.226;41.16;10.77;True;True;88.34;80.85;91.84
653;Mexico;82.667;19.287;71.953;False;True;78.27;63.81;1.97
654;Tajikistan;62.412;3.003;11.786;False;False;15.95;99.84;50.85
655;Denmark;49.567;70.545;24.308;True;True;46.88;6.2;54.75
656;Tunisia;6.734;35.0;65.131;False;False;44.34;77.97;49.84
657;New Zealand;99.394;95.655;17.031;True;True;33.77;30.88;74.04
658;Seychelles;45.618;9.689;64.102;False;False;15.24;81.89;93.07
659;Lithuania;9.949;30.359;8.958;False;False;40.68;36.62;94.56
660;Argentina;39.926;96.922;85.206;True;True;79.48;46.77;63.74
661;United States;64.526;46.442;55.607;False;True;10.77;92.12;44.68
662;Albania;6.069;94.435;40.526;True;False;66.38;43.63;28.92
663;Senegal;6.611;17.172;80.521;True;False;90.27;62.45;86.47
664;Sierra Leone;59.836;22.661;28.711;False;True;69.24;74.43;42.75
665;Sweden;87.552;92.279;30.558;False;False;80.63;9.63;11.71
666;Senegal;58.479;85.047;30.689;False;True;87.82;69.03;21.43
667;Haiti;38.568;42.708;92.916;True;True;18.07;11.17;32.56
668;Korea North;49.4;95.781;53.829;True;True;32.54;12.6;8.63
669;Cuba;63.762;63.255;67.708;True;True;48.21;35.39;21.94
670;Djibouti;29.366;81.729;15.173;False;True;69.03;22.76;72.34
671;Albania;65.599;94.809;79.07;False;False;61.84;36.05;42.01
672;Iran;81.016;77.155;96.154;False;True;3.32;83.73;68.19
673;Korea South;6.325;16.322;87.697;False;False;96.55;12.06;16.18
674;Norway;26.083;45.525;30.152;True;False;5.67;60.74;44.5
675;Norway;61.695;16.507;86.038;False;True;33.0;99.42;48.55
676;Bhutan;36.984;39.105;9.147;False;True;31.74;85.91;93.77
677;Denmark;97.157;1.858;59.732;True;True;4.84;53.75;72.26
678;Comoros;6.735;34.542;10.829;True;False;78.3;26.55;22.66
679;Ireland (Republic);68.798;4.103;78.7;True;True;66.38;1.11;3.35
680;Poland;83.877;80.873;69.09;False;False;50.44;38.62;61.84
681;Switzerland;45.113;47.324;28.339;True;False;95.72;45.49;76.82
682;Burundi;40.597;77.096;68.705;True;False;50.02;49.87;97.87
683;Botswana;78.583;21.202;8.971;False;False;60.47;25.62;49.73
684;Bahrain;60.893;64.4;37.1;False;False;93.6;18.78;19.79
685;Bermuda;77.803;94.745;86.533;False;False;48.9;1.08;12.51
686;Syria;71.96;83.389;70.528;False;False;19.02;36.82;47.68
687;Singapore;29.652;26.357;83.816;True;False;81.11;76.93;81.01
688;Kosovo;14.425;21.3;55.755;True;True;19.85;15.51;14.04
689;Nauru;13.928;71.562;14.483;False;False;39.8;99.15;19.47
690;Somalia;1.358;8.229;70.104;False;True;44.39;2.8;26.84
691;Peru;40.841;59.384;28.662;True;False;97.35;13.15;11.0
692;Guinea;71.114;62.393;7.936;True;False;43.78;74.42;3.01
693;Congo;70.761;15.335;27.271;True;True;62.19;63.75;5.12
694;Luxembourg;9.394;20.882;56.272;True;False;95.94;87.86;21.21
695;Tuvalu;18.531;11.732;3.822;True;True;55.05;29.25;80.17
696;Mexico;88.271;69.949;62.214;True;False;79.68;77.42;99.64
697;Paraguay;30.913;35.101;93.158;False;False;46.81;26.03;40.04
698;Vatican City;82.926;33.655;56.708;False;True;38.82;48.62;38.69
699;New Zealand;23.552;42.999;7.151;True;True;53.9;45.87;95.4
700;Nauru;1.038;3.128;39.297;True;False;21.85;31.75;27.84
701;Sweden;95.872;88.274;50.128;True;False;28.95;39.09;22.04
702;Israel;5.502;83.825;78.36;False;True;38.85;94.29;45.35
703;Morocco;41.645;95.093;26.792;False;True;18.91;4.45;68.9
704;Pakistan;10.074;46.554;38.526;False;False;49.0;5.73;53.96
705;Tonga;36.59;76.741;37.966;False;True;82.77;67.18;4.04
706;Germany;93.36;92.177;47.261;False;True;29.72;47.28;5.77
707;Czech Republic;51.943;27.092;71.632;True;False;23.54;91.67;85.0
708;Cuba;7.622;20.9;16.845;True;False;50.97;20.13;12.3
709;Honduras;21.235;83.539;2.724;True;True;48.68;15.64;0.6
710;Jamaica;42.332;99.385;81.932;False;False;52.55;31.2;37.98
711;Vietnam;0.683;94.931;79.072;False;False;5.15;24.18;99.85
712;Bermuda;6.041;39.72;52.572;True;True;60.73;31.22;92.26
713;Guinea-Bissau;60.342;87.655;31.957;False;True;55.29;33.47;81.79
714;Fiji;34.59;5.557;31.625;True;True;2.04;25.34;11.92
715;Cuba;8.114;18.594;84.961;True;False;42.35;88.69;83.8
716;Equatorial Guinea;83.419;73.929;9.184;False;True;51.55;61.94;60.86
717;Switzerland;55.731;2.747;55.96;False;False;54.3;95.13;50.12
718;Estonia;75.499;88.2;62.464;True;True;28.1;58.15;95.09
719;Iceland;41.038;31.669;6.94;True;True;84.78;33.59;32.91
720;Brazil;0.557;24.4;92.829;True;True;47.73;62.73;81.02
721;Eritrea;39.325;69.092;23.307;False;True;48.09;95.35;40.39
722;Eswatini;83.806;9.194;28.263;True;True;30.55;87.03;55.73
723;Oman;41.436;78.364;5.627;False;True;55.91;26.34;66.27
724;Malaysia;68.126;23.83;71.824;False;False;94.81;70.24;92.16
725;Burkina;72.114;6.142;63.779;False;True;95.38;21.93;85.6
726;Mongolia;61.899;90.701;23.138;True;True;24.34;16.53;20.77
727;Uruguay;38.239;43.271;71.928;False;False;88.99;46.17;22.65
728;Israel;20.826;52.735;69.988;False;True;99.14;67.32;45.68
729;Comoros;40.953;13.007;31.881;True;False;20.36;0.08;52.33
730;Vanuatu;46.718;71.24;71.589;False;True;30.97;92.12;76.59
731;Azerbaijan;99.823;31.185;23.82;True;False;66.05;33.64;15.41
732;Moldova;64.044;95.081;9.693;True;True;62.17;5.23;43.15
733;Ukraine;0.816;97.677;54.833;True;True;77.92;57.53;52.09
734;Bahrain;86.053;47.24;12.535;False;True;25.94;68.98;38.47
735;St Lucia;31.343;19.604;35.275;True;False;68.87;7.42;65.93
736;Benin;86.493;76.677;1.613;True;True;66.9;81.37;68.41
737;Oman;77.814;52.104;92.058;True;True;73.72;59.23;18.87
738;Senegal;81.787;63.941;44.795;False;False;1.67;94.22;15.3
739;Suriname;22.912;56.132;66.276;True;True;10.06;37.83;73.21
740;Madagascar;45.719;80.428;8.14;True;True;67.95;77.69;60.71
741;Morocco;2.8;42.751;68.77;False;True;0.09;59.41;86.4
742;Libya;44.99;53.536;55.469;True;True;9.04;55.07;12.95
743;Sao Tome & Principe;8.565;16.58;77.605;False;False;81.94;56.32;53.83
744;Nicaragua;82.671;36.295;1.628;False;True;57.02;39.11;19.84
745;Bulgaria;98.865;96.242;18.904;True;False;94.96;62.24;87.31
746;Sao Tome & Principe;90.029;95.674;65.673;False;False;83.25;42.97;9.51
747;Turkmenistan;54.874;69.326;69.993;True;True;5.11;33.01;56.72
748;Central African Rep;22.306;83.494;97.003;True;True;64.25;66.18;72.56
749;Morocco;82.218;99.077;73.871;True;True;69.86;3.4;63.27
750;Uruguay;43.5;15.115;28.582;True;False;3.3;61.78;16.02
751;Jordan;36.066;43.076;87.276;True;True;12.82;64.46;53.63
752;South Sudan;7.189;28.884;86.535;True;False;1.75;36.1;20.11
753;South Africa;62.896;13.052;0.77;True;True;6.42;13.9;96.41
754;Guinea;97.585;97.955;31.919;True;True;27.57;92.48;18.15
755;Saudi Arabia;39.47;93.438;21.334;False;True;49.19;71.99;11.78
756;Israel;91.57;29.51;24.517;False;True;62.17;13.12;80.72
757;Sao Tome & Principe;84.98;82.358;1.626;True;False;2.33;41.49;70.42
758;Guinea;56.113;53.155;92.669;True;True;78.82;93.18;2.31
759;Kosovo;38.389;16.328;51.182;True;True;61.51;94.58;61.34
760;Turkmenistan;88.656;12.416;20.332;False;False;55.01;73.25;45.89
761;Palestine;31.754;17.959;45.848;True;True;55.56;38.92;53.2
762;Burkina;45.861;9.473;66.28;False;False;69.25;29.08;70.24
763;Togo;52.102;96.371;16.455;True;True;63.81;93.61;12.97
764;Seychelles;1.809;38.161;42.695;False;False;8.05;12.54;83.56
765;Namibia;70.047;91.94;99.295;True;False;95.98;15.31;15.53
766;Kiribati;31.334;10.2;4.853;False;False;8.1;75.45;71.14
767;Comoros;0.192;70.288;26.513;False;True;14.45;4.75;64.07
768;Fiji;34.892;8.452;37.996;True;True;68.56;9.76;54.12
769;Bhutan;61.46;28.221;53.762;False;False;27.76;10.12;36.79
770;Malaysia;36.234;28.448;42.275;True;False;41.47;90.49;92.65
771;Norway;3.389;67.703;64.026;True;False;33.2;91.79;26.18
772;Mexico;79.841;53.507;89.802;False;True;34.74;56.36;64.23
773;Chile;75.647;41.505;33.826;True;True;31.77;81.18;31.83
774;Greece;13.213;60.87;36.417;False;True;47.64;2.37;41.73
775;Benin;43.075;5.495;80.931;True;False;57.35;35.8;50.68
776;Pakistan;85.522;82.233;35.412;False;False;20.21;80.49;13.77
